schema_version,run_id,workload_id,workload_name,dataset_id,model_name,model_params_b,architecture,quantization,backend,flash_mode,pipeline,n_ctx,prefix_tokens,compactable_tokens,live_suffix_tokens,compression_ratio,compacted_tokens,continuation_tokens,prefill_ms,prefill_tok_s,compaction_time_ms,query_generation_time_ms,solver_time_ms,first_token_ms,baseline_decode_tok_s,compacted_decode_tok_s,throughput_delta_pct,active_n_kv,allocated_kv_bytes,reclaimed_kv_bytes,logit_cosine,task_metric_name,task_metric_value,quality_correct,quality_total,quality_accuracy,quality_baseline_accuracy,longhealth_correct,longhealth_total,longhealth_accuracy,longhealth_baseline_accuracy,threshold_name,threshold_value,pass,fallback_used,fallback_reason,crash,error_text,artifact_path
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,2,2621,16,23020.9,284.7,817.4,0.0,0.0,167.9,18.5,6.0,-67.8035,1536,,,0.996820,,,,,,,,,,,W2:logit_cosine:2,0.9500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,4,1310,16,23127.4,283.3,677.0,0.0,0.0,128.4,18.7,7.8,-58.3908,1536,,,0.991089,,,,,,,,,,,W2:logit_cosine:4,0.9000,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,8,655,16,23001.8,284.9,616.2,0.0,0.0,109.8,18.7,9.1,-51.3543,1536,,,0.985472,,,,,,,,,,,W2:logit_cosine:8,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,16,327,16,23118.5,283.5,598.2,0.0,0.0,100.2,18.7,10.0,-46.7253,1536,,,0.943027,,,,,,,,,,,W2:logit_cosine:16,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,32,163,16,23038.1,284.4,566.2,0.0,0.0,96.5,18.7,10.4,-44.5352,1536,,,0.961860,,,,,,,,,,,W2:logit_cosine:32,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,50,104,16,23110.8,283.5,560.1,0.0,0.0,92.6,18.7,10.8,-42.3898,1536,,,0.964714,,,,,,,,,,,W2:logit_cosine:50,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,2,5242,16,59924.8,218.7,2234.5,0.0,0.0,328.9,12.9,3.0,-76.4503,2816,,,0.999570,,,,,,,,,,,W2:logit_cosine:2,0.9500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,4,2621,16,59833.5,219.1,1999.3,0.0,0.0,220.0,13.0,4.5,-64.9936,2816,,,0.998943,,,,,,,,,,,W2:logit_cosine:4,0.9000,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,8,1310,16,59875.8,218.9,1553.6,0.0,0.0,178.8,12.8,5.6,-56.4028,2816,,,0.998541,,,,,,,,,,,W2:logit_cosine:8,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,16,655,16,59753.3,219.4,1393.0,0.0,0.0,162.9,12.7,6.1,-51.6383,2816,,,0.998400,,,,,,,,,,,W2:logit_cosine:16,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,32,327,16,59778.6,219.3,1340.9,0.0,0.0,155.1,13.0,6.4,-50.3579,2816,,,0.997682,,,,,,,,,,,W2:logit_cosine:32,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,50,209,16,59867.2,218.9,1429.8,0.0,0.0,146.8,12.9,6.8,-47.2633,2816,,,0.997730,,,,,,,,,,,W2:logit_cosine:50,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,2,10485,16,172293.6,152.1,5125.1,0.0,0.0,698.1,8.0,1.4,-82.1657,5376,,,0.993230,,,,,,,,,,,W2:logit_cosine:2,0.9500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,4,5242,16,171808.1,152.6,3960.5,0.0,0.0,408.6,8.1,2.4,-69.7392,5376,,,0.939851,,,,,,,,,,,W2:logit_cosine:4,0.9000,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,8,2621,16,171520.9,152.8,3497.5,0.0,0.0,329.6,8.1,3.0,-62.5566,5376,,,0.949386,,,,,,,,,,,W2:logit_cosine:8,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,16,1310,16,171869.4,152.5,3558.7,0.0,0.0,288.8,7.9,3.5,-56.0430,5376,,,0.950715,,,,,,,,,,,W2:logit_cosine:16,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,32,655,16,171779.5,152.6,3204.6,0.0,0.0,265.7,8.0,3.8,-53.2249,5376,,,0.955604,,,,,,,,,,,W2:logit_cosine:32,0.8500,true,false,,false,,
1,20260312-091356-5510b88c-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,50,419,16,171907.3,152.5,3209.9,0.0,0.0,258.5,8.1,3.9,-51.9974,5376,,,0.962411,,,,,,,,,,,W2:logit_cosine:50,0.8500,true,false,,false,,
